ConceptSetId	codeCategory	Name	conceptId	conceptCode	conceptName	vocabulary
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45540428	S62.91XP	Unspecified fracture of right wrist and hand, subsequent encounter for fracture with malunion	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45540429	S62.92XS	Unspecified fracture of left wrist and hand, sequela	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45540471	S63.312A	Traumatic rupture of collateral ligament of left wrist, initial encounter	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45540472	S63.312D	Traumatic rupture of collateral ligament of left wrist, subsequent encounter	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45540474	S63.404A	Traumatic rupture of unspecified ligament of right ring finger at metacarpophalangeal and interphalangeal joint, initial encounter	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45540475	S63.418A	Traumatic rupture of collateral ligament of other finger at metacarpophalangeal and interphalangeal joint, initial encounter	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45540476	S63.419A	Traumatic rupture of collateral ligament of unspecified finger at metacarpophalangeal and interphalangeal joint, initial encounter	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45540477	S63.435A	Traumatic rupture of volar plate of left ring finger at metacarpophalangeal and interphalangeal joint, initial encounter	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45540478	S63.494A	Traumatic rupture of other ligament of right ring finger at metacarpophalangeal and interphalangeal joint, initial encounter	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45540479	S63.509D	Unspecified sprain of unspecified wrist, subsequent encounter	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45540481	S63.617A	Unspecified sprain of left little finger, initial encounter	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45540483	S63.631A	Sprain of interphalangeal joint of left index finger, initial encounter	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45540484	S63.632D	Sprain of interphalangeal joint of right middle finger, subsequent encounter	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45540485	S63.638A	Sprain of interphalangeal joint of other finger, initial encounter	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45540486	S63.650A	Sprain of metacarpophalangeal joint of right index finger, initial encounter	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45540487	S63.650D	Sprain of metacarpophalangeal joint of right index finger, subsequent encounter	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45540488	S63.657A	Sprain of metacarpophalangeal joint of left little finger, initial encounter	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45540489	S63.681A	Other sprain of right thumb, initial encounter	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45540490	S63.682D	Other sprain of left thumb, subsequent encounter	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45540491	S63.690A	Other sprain of right index finger, initial encounter	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45540492	S63.691D	Other sprain of left index finger, subsequent encounter	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45540493	S63.694D	Other sprain of right ring finger, subsequent encounter	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45540494	S63.695A	Other sprain of left ring finger, initial encounter	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45540495	S63.697D	Other sprain of left little finger, subsequent encounter	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45540521	S66.011D	Strain of long flexor muscle, fascia and tendon of right thumb at wrist and hand level, subsequent encounter	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45540522	S66.092A	Other specified injury of long flexor muscle, fascia and tendon of left thumb at wrist and hand level, initial encounter	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45540523	S66.101A	Unspecified injury of flexor muscle, fascia and tendon of left index finger at wrist and hand level, initial encounter	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45540524	S66.103A	Unspecified injury of flexor muscle, fascia and tendon of left middle finger at wrist and hand level, initial encounter	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45540525	S66.124D	Laceration of flexor muscle, fascia and tendon of right ring finger at wrist and hand level, subsequent encounter	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45540527	S66.190A	Other injury of flexor muscle, fascia and tendon of right index finger at wrist and hand level, initial encounter	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45540528	S66.190D	Other injury of flexor muscle, fascia and tendon of right index finger at wrist and hand level, subsequent encounter	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45540529	S66.194D	Other injury of flexor muscle, fascia and tendon of right ring finger at wrist and hand level, subsequent encounter	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45540530	S66.195D	Other injury of flexor muscle, fascia and tendon of left ring finger at wrist and hand level, subsequent encounter	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45540533	S66.308A	Unspecified injury of extensor muscle, fascia and tendon of other finger at wrist and hand level, initial encounter	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45540535	S66.321A	Laceration of extensor muscle, fascia and tendon of left index finger at wrist and hand level, initial encounter	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45540536	S66.329D	Laceration of extensor muscle, fascia and tendon of unspecified finger at wrist and hand level, subsequent encounter	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45540537	S66.429A	Laceration of intrinsic muscle, fascia and tendon of unspecified thumb at wrist and hand level, initial encounter	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45540540	S66.515A	Strain of intrinsic muscle, fascia and tendon of left ring finger at wrist and hand level, initial encounter	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45540541	S66.516D	Strain of intrinsic muscle, fascia and tendon of right little finger at wrist and hand level, subsequent encounter	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45540544	S66.594D	Other injury of intrinsic muscle, fascia and tendon of right ring finger at wrist and hand level, subsequent encounter	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45540545	S66.595D	Other injury of intrinsic muscle, fascia and tendon of left ring finger at wrist and hand level, subsequent encounter	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45540587	S72.001D	Fracture of unspecified part of neck of right femur, subsequent encounter for closed fracture with routine healing	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45540589	S72.002H	Fracture of unspecified part of neck of left femur, subsequent encounter for open fracture type I or II with delayed healing	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45540590	S72.002N	Fracture of unspecified part of neck of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45540591	S72.009P	Fracture of unspecified part of neck of unspecified femur, subsequent encounter for closed fracture with malunion	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45540592	S72.012Q	Unspecified intracapsular fracture of left femur, subsequent encounter for open fracture type I or II with malunion	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45540593	S72.019A	Unspecified intracapsular fracture of unspecified femur, initial encounter for closed fracture	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45540594	S72.019E	Unspecified intracapsular fracture of unspecified femur, subsequent encounter for open fracture type I or II with routine healing	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45540595	S72.022F	Displaced fracture of epiphysis (separation) (upper) of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45540596	S72.023D	Displaced fracture of epiphysis (separation) (upper) of unspecified femur, subsequent encounter for closed fracture with routine healing	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45540598	S72.025K	Nondisplaced fracture of epiphysis (separation) (upper) of left femur, subsequent encounter for closed fracture with nonunion	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45540599	S72.026B	Nondisplaced fracture of epiphysis (separation) (upper) of unspecified femur, initial encounter for open fracture type I or II	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45540600	S72.026D	Nondisplaced fracture of epiphysis (separation) (upper) of unspecified femur, subsequent encounter for closed fracture with routine healing	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45540601	S72.026K	Nondisplaced fracture of epiphysis (separation) (upper) of unspecified femur, subsequent encounter for closed fracture with nonunion	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45540602	S72.031H	Displaced midcervical fracture of right femur, subsequent encounter for open fracture type I or II with delayed healing	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45540603	S72.032P	Displaced midcervical fracture of left femur, subsequent encounter for closed fracture with malunion	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45540604	S72.032R	Displaced midcervical fracture of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45540605	S72.034N	Nondisplaced midcervical fracture of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45540606	S72.035E	Nondisplaced midcervical fracture of left femur, subsequent encounter for open fracture type I or II with routine healing	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45540607	S72.035H	Nondisplaced midcervical fracture of left femur, subsequent encounter for open fracture type I or II with delayed healing	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45540608	S72.041B	Displaced fracture of base of neck of right femur, initial encounter for open fracture type I or II	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45540609	S72.041N	Displaced fracture of base of neck of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45540610	S72.042M	Displaced fracture of base of neck of left femur, subsequent encounter for open fracture type I or II with nonunion	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45540611	S72.046D	Nondisplaced fracture of base of neck of unspecified femur, subsequent encounter for closed fracture with routine healing	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45540612	S72.046E	Nondisplaced fracture of base of neck of unspecified femur, subsequent encounter for open fracture type I or II with routine healing	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45540613	S72.051J	Unspecified fracture of head of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45540614	S72.052E	Unspecified fracture of head of left femur, subsequent encounter for open fracture type I or II with routine healing	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45540615	S72.059M	Unspecified fracture of head of unspecified femur, subsequent encounter for open fracture type I or II with nonunion	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45540616	S72.061H	Displaced articular fracture of head of right femur, subsequent encounter for open fracture type I or II with delayed healing	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45540617	S72.062J	Displaced articular fracture of head of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45540619	S72.064F	Nondisplaced articular fracture of head of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45540620	S72.065J	Nondisplaced articular fracture of head of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45540621	S72.065N	Nondisplaced articular fracture of head of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45540622	S72.066N	Nondisplaced articular fracture of head of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45540623	S72.099M	Other fracture of head and neck of unspecified femur, subsequent encounter for open fracture type I or II with nonunion	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45540624	S72.101F	Unspecified trochanteric fracture of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45540625	S72.109E	Unspecified trochanteric fracture of unspecified femur, subsequent encounter for open fracture type I or II with routine healing	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45540626	S72.109F	Unspecified trochanteric fracture of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45540627	S72.109R	Unspecified trochanteric fracture of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45540628	S72.111B	Displaced fracture of greater trochanter of right femur, initial encounter for open fracture type I or II	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45540629	S72.111F	Displaced fracture of greater trochanter of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45540630	S72.116D	Nondisplaced fracture of greater trochanter of unspecified femur, subsequent encounter for closed fracture with routine healing	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45540631	S72.116J	Nondisplaced fracture of greater trochanter of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45540632	S72.116K	Nondisplaced fracture of greater trochanter of unspecified femur, subsequent encounter for closed fracture with nonunion	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45540633	S72.122E	Displaced fracture of lesser trochanter of left femur, subsequent encounter for open fracture type I or II with routine healing	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45540634	S72.124M	Nondisplaced fracture of lesser trochanter of right femur, subsequent encounter for open fracture type I or II with nonunion	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45540635	S72.125E	Nondisplaced fracture of lesser trochanter of left femur, subsequent encounter for open fracture type I or II with routine healing	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45540636	S72.132K	Displaced apophyseal fracture of left femur, subsequent encounter for closed fracture with nonunion	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45540637	S72.133J	Displaced apophyseal fracture of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45540638	S72.134A	Nondisplaced apophyseal fracture of right femur, initial encounter for closed fracture	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45540639	S72.135E	Nondisplaced apophyseal fracture of left femur, subsequent encounter for open fracture type I or II with routine healing	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45540640	S72.135H	Nondisplaced apophyseal fracture of left femur, subsequent encounter for open fracture type I or II with delayed healing	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45540641	S72.135Q	Nondisplaced apophyseal fracture of left femur, subsequent encounter for open fracture type I or II with malunion	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45540642	S72.136K	Nondisplaced apophyseal fracture of unspecified femur, subsequent encounter for closed fracture with nonunion	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45540643	S72.141F	Displaced intertrochanteric fracture of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45540644	S72.141J	Displaced intertrochanteric fracture of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45540645	S72.143J	Displaced intertrochanteric fracture of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45540646	S72.143N	Displaced intertrochanteric fracture of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45540647	S72.144N	Nondisplaced intertrochanteric fracture of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45540648	S72.22XB	Displaced subtrochanteric fracture of left femur, initial encounter for open fracture type I or II	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45540649	S72.22XR	Displaced subtrochanteric fracture of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45540650	S72.25XF	Nondisplaced subtrochanteric fracture of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45540651	S72.26XF	Nondisplaced subtrochanteric fracture of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45540652	S72.301B	Unspecified fracture of shaft of right femur, initial encounter for open fracture type I or II	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45540653	S72.302A	Unspecified fracture of shaft of left femur, initial encounter for closed fracture	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45540654	S72.302D	Unspecified fracture of shaft of left femur, subsequent encounter for closed fracture with routine healing	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45540655	S72.302F	Unspecified fracture of shaft of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45540656	S72.302J	Unspecified fracture of shaft of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45540658	S72.309B	Unspecified fracture of shaft of unspecified femur, initial encounter for open fracture type I or II	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45540659	S72.309C	Unspecified fracture of shaft of unspecified femur, initial encounter for open fracture type IIIA, IIIB, or IIIC	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45540660	S72.309E	Unspecified fracture of shaft of unspecified femur, subsequent encounter for open fracture type I or II with routine healing	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45540661	S72.325H	Nondisplaced transverse fracture of shaft of left femur, subsequent encounter for open fracture type I or II with delayed healing	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45540662	S72.326E	Nondisplaced transverse fracture of shaft of unspecified femur, subsequent encounter for open fracture type I or II with routine healing	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45540663	S72.331P	Displaced oblique fracture of shaft of right femur, subsequent encounter for closed fracture with malunion	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45540664	S72.333J	Displaced oblique fracture of shaft of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45540665	S72.334D	Nondisplaced oblique fracture of shaft of right femur, subsequent encounter for closed fracture with routine healing	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45540666	S72.341B	Displaced spiral fracture of shaft of right femur, initial encounter for open fracture type I or II	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45540668	S72.344N	Nondisplaced spiral fracture of shaft of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45540669	S72.346D	Nondisplaced spiral fracture of shaft of unspecified femur, subsequent encounter for closed fracture with routine healing	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45540670	S72.346E	Nondisplaced spiral fracture of shaft of unspecified femur, subsequent encounter for open fracture type I or II with routine healing	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45540671	S72.351R	Displaced comminuted fracture of shaft of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45540672	S72.353K	Displaced comminuted fracture of shaft of unspecified femur, subsequent encounter for closed fracture with nonunion	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45540673	S72.355B	Nondisplaced comminuted fracture of shaft of left femur, initial encounter for open fracture type I or II	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45540674	S72.356A	Nondisplaced comminuted fracture of shaft of unspecified femur, initial encounter for closed fracture	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45540675	S72.356G	Nondisplaced comminuted fracture of shaft of unspecified femur, subsequent encounter for closed fracture with delayed healing	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45540676	S72.356P	Nondisplaced comminuted fracture of shaft of unspecified femur, subsequent encounter for closed fracture with malunion	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45540678	S72.362N	Displaced segmental fracture of shaft of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45540679	S72.364M	Nondisplaced segmental fracture of shaft of right femur, subsequent encounter for open fracture type I or II with nonunion	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45540681	S72.366N	Nondisplaced segmental fracture of shaft of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45540683	S72.392C	Other fracture of shaft of left femur, initial encounter for open fracture type IIIA, IIIB, or IIIC	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45540684	S72.392M	Other fracture of shaft of left femur, subsequent encounter for open fracture type I or II with nonunion	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45540687	S72.409Q	Unspecified fracture of lower end of unspecified femur, subsequent encounter for open fracture type I or II with malunion	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45540688	S72.411N	Displaced unspecified condyle fracture of lower end of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45540689	S72.412B	Displaced unspecified condyle fracture of lower end of left femur, initial encounter for open fracture type I or II	ICD10CM
0	dx.autoinflammatoryAutoimmune	Auto-inflammatory + Autoimmune (SNOMED)	45540690	S72.414F	Nondisplaced unspecified condyle fracture of lower end of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing	ICD10CM
